"","Acetate","Propionate","Isobutyrate","Butyrate","Isovalerate","Valerate"
"1250",211.590497567292,6.76575577915494,13.5429282030069,4.9995767908289,8.49604781151989,4.87294355972804
"1251",195.743124235164,5.91414247240744,14.1335334578964,4.10909497117669,9.78997454549384,4.37584507035481
"1252",340.044118461053,12.393927933396,25.8975198915355,6.91332414682644,12.6786834715077,8.70906854515607
"1253",187.618857986438,6.65896088159986,14.8098419006055,4.16005872460318,11.1407615869524,4.99573196875892
"1254",203.207698160946,8.66574473313294,16.9799010201098,5.28722969495186,11.9510737441244,5.36777827762402
"1255",175.112483279903,12.7916247523732,20.2899533343866,8.95356179980164,13.6590631191235,6.94534953468806
"1256",219.046247001086,8.79766752397766,19.2085267955148,5.59131153173198,14.15915302359,6.42519396499053
"1257",200.268419600771,8.50479090942296,18.3292173367682,5.30413010095916,11.3148231949797,6.82653951461151
"1258",190.364778395614,7.60142395281414,17.0225832791949,4.95697504510458,13.1852234088005,5.5353093252023
"1259",192.17338961301,8.19402924478976,17.136346333259,4.84381796612988,12.3659975715007,6.16733706524173
"1260",187.473546260468,8.43912594480016,18.3311285128261,5.50291638691478,11.3580241956678,NA
"1261",205.857384330271,7.91737464213984,19.2930503307311,5.24650831410666,NA,6.40275914389958
"1262",191.850017052119,9.3219279016345,19.7844280507681,5.65517200032064,12.8244144725895,6.05635587632799
"1263",190.194022644409,9.62532094512662,22.9264571211198,6.05400577923266,NA,6.27727671371236
"1264",191.650869699765,8.70985754902146,19.846045660639,5.77071524202024,16.4139376776493,NA
"1265",198.814853577615,8.45356512463598,18.5236593692191,5.57603521815378,12.4828597728571,5.33825429896185
"1266",167.238022986621,9.07135464919936,18.0034437780327,5.64595032038708,10.8497855606938,5.7115463919338
"1267",202.558351158032,8.42982722928846,22.0548033443374,5.97349167075148,10.756692942983,5.90969893786177
"1268",182.346528103025,10.7803641761195,17.960978283886,6.41202565689336,10.3351182606253,5.80955292222815
"1269",222.910111725933,6.97689963174356,18.187925609843,5.71683011052526,10.9247963006189,5.72648523541613
"1270",188.763660454921,7.6165210211353,17.3760475468797,5.7955276719158,10.5364594122908,NA
"1271",195.860399164672,7.12038981891434,17.8949395828551,5.71095091023644,11.8405259535226,5.58202498986152
"1272",192.147744969911,7.30421919429196,16.394637725463,5.54777271589656,9.53016975804503,4.88116112550419
"1273",204.293810300165,6.50832895408004,13.4230042394179,4.80184045035654,10.1122786456845,5.37306028651302
"1274",199.388020813477,6.6892996486411,13.1459060689688,5.4434284465939,11.2704035207632,5.01974537516807
"1275",204.61530012414,7.6390563961205,14.0103565103303,4.8835610824961,10.0402850012476,7.00778680824101
"1276",178.302405934106,6.35572389497392,12.6434605301029,4.07436468526564,9.4247977719394,6.1592874150027
"1277",173.231952611812,7.0463005036294,13.3617872265369,4.2094440236323,10.4665394158174,6.48215197552174
"1278",179.876042103111,6.60776488463332,13.5288929862597,4.26153677027522,10.1627643695292,6.85385898544697
"1279",187.76791491338,7.075824500677,13.1509530028182,4.27730010257132,10.7151801645685,6.85074878690997
"1280",192.916147682379,7.061177208012,14.5636496463839,4.2435990719659,11.2400308208119,6.99652786184591
"1281",159.663699956246,6.6767339901943,15.4698073350074,4.35667185336642,11.0489525772629,8.03688017658119
"1282",183.881705812769,7.58449596031774,15.0280454632828,4.41281843522254,11.251668532831,7.73816223065886
"1283",184.947268274225,8.92924880485042,19.2156644986181,5.3275759645797,11.6831439704726,8.68287481550802
"1284",225.746286708216,8.7726787917088,18.4433869158896,4.93673742296624,10.6452611814568,8.43704332575465
"1285",196.146454528636,7.41996763026256,16.4239305493405,4.59536234357082,12.0496195147638,7.77402286900354
